clave_alumno,clave_carrera,sexo,prepa,colonia,municipio,ciudad,ingreso,termino,causa_salida
11106,1,2,26,El Walamo,25006.0,Culiacan,2103.0,,1
11107,1,2,26,IND.,25006.0,Culiacan,2103.0,,1
11108,1,2,18,Centro,25003.0,Badiraguato,2103.0,,1
11109,1,2,23,Santa Natalia,25006.0,Culiacan,2103.0,,1
11110,1,1,118,RECURSOS,25006.0,Culiacan,2103.0,,1
11111,1,1,119,Villa del Real,25006.0,Culiacan,2103.0,,1
11112,1,2,422,Stanza Solare,25006.0,Culiacan,2103.0,,1
11113,1,2,617,VILLA,25012.0,Mazatlan,2103.0,,1
11114,1,1,95,Union de Colonos,25006.0,Culiacan,2103.0,,1
11117,1,2,107,SALVADOR,25006.0,Culiacan,2103.0,,1
11118,1,1,107,Las Granjas,25006.0,Culiacan,2103.0,,1
11119,1,1,65,FCO.,25006.0,Culiacan,2103.0,,1
11120,1,2,107,Jardin,25006.0,Culiacan,2103.0,,1
11121,1,1,26,Santa Natalia,25006.0,Culiacan,2103.0,,1
11122,1,1,71,Plaza,25006.0,Culiacan,2103.0,,1
11123,1,2,118,INF.,25006.0,Culiacan,2103.0,,1
11125,1,2,107,Los Angeles,25006.0,Culiacan,2103.0,,1
11126,1,2,153,Fovissste Playa Azul,25006.0,Culiacan,2103.0,,1
11818,1,2,614,Universidad 94,25006.0,Culiacan,2103.0,,1
11819,1,2,21,Campestre,25006.0,Culiacan,2103.0,,1
11820,1,2,26,JUNTAS,25006.0,Culiacan,2103.0,,1
11834,1,2,107,El Walamo,25006.0,Culiacan,2093.0,,1
11843,1,2,635,San Rafael,25014.0,Rosario,2103.0,,1
3156,2,1,112,Las Granjas,25006.0,Culiacan,2043.0,,1
3183,2,1,151,INF.,25006.0,Culiacan,2043.0,,1
3639,2,1,14,MAQUIPO,25011.0,Guasave,2051.0,,1
3647,2,1,151,Centro,25004.0,Concordia,2051.0,,1
4260,2,1,72,Humaya,25003.0,Badiraguato,2053.0,,1
4261,2,1,70,Campestre,25006.0,Culiacan,2053.0,,1
4264,2,1,112,Agustina Ramirez,25015.0,Guamuchil,2053.0,,1
4276,2,1,121,Independencia,25006.0,Culiacan,2053.0,,1
4290,2,1,150,Centro,25006.0,Culiacan,2053.0,,1
4298,2,1,32,El Walamo,25005.0,Cosala,2053.0,,1
4304,2,1,26,Humaya,25006.0,Culiacan,2053.0,,1
4309,2,1,27,Montserrat,25006.0,Culiacan,2053.0,,1
4327,2,1,112,Insurgentes,25015.0,Guamuchil,2053.0,,1
4333,2,1,169,Ejidal,25011.0,Guasave,2053.0,,1
4334,2,1,128,,25006.0,Culiacan,2053.0,,1
4345,2,1,42,Centro,25009.0,Escuinapa,2053.0,,1
4348,2,1,26,Nuevo,25006.0,Culiacan,2053.0,,1
4357,2,1,32,Luis Donaldo Colosio,25005.0,Cosala,2053.0,,1
4364,2,1,31,La Higueras,25006.0,Culiacan,2053.0,,1
4808,2,1,49,San Rafael,25003.0,Badiraguato,2053.0,,1
6275,2,1,129,Stanza Solare,25006.0,Culiacan,2061.0,,1
7039,2,1,31,COL. MARIANO ESCOBEDO,25006.0,Culiacan,2063.0,,1
7044,2,1,49,Rincon de Las Plazas,25003.0,Badiraguato,2063.0,,1
7051,2,1,30,JUAN,25006.0,Culiacan,2063.0,,1
7056,2,1,107,Libertad,25006.0,Culiacan,2063.0,,1
7059,2,1,25,El Walamo,25006.0,Culiacan,2063.0,,1
7064,2,1,20,Centro,25013.0,Mocorito,2063.0,,1
7066,2,1,202,Libertad,25018.0,Navolato,2063.0,,1
7067,2,1,61,El Cid,25018.0,Navolato,2063.0,,1
7068,2,1,61,Centro,25018.0,Navolato,2063.0,,1
7070,2,1,82,El Walamo,25006.0,Culiacan,2063.0,,1
7073,2,1,28,villas,25006.0,Culiacan,2063.0,,1
7075,2,1,128,COL. MARIANO ESCOBEDO,25006.0,Culiacan,2063.0,,1
7076,2,1,107,conocido,25006.0,Culiacan,2063.0,,1
7077,2,1,116,San Francisco,25013.0,Mocorito,2063.0,,1
7078,2,1,107,Morelos,25006.0,Culiacan,2063.0,,1
7079,2,1,325,,25011.0,Guasave,2063.0,,1
7083,2,1,108,EMILIANO ZAPATA,25009.0,Escuinapa,2063.0,,1
7085,2,1,112,Infonavit Jobori,25015.0,Guamuchil,2063.0,,1
7086,2,1,135,Ejidal,25011.0,Guasave,2063.0,,1
7087,2,1,108,Gabriel Leyva Velazquez,25009.0,Escuinapa,2063.0,,1
7089,2,1,91,Centro,25008.0,La Cruz,2063.0,,1
7091,2,1,117,San Francisco,25006.0,Culiacan,2063.0,,1
7096,2,1,144,Ejidal,25011.0,Guasave,2063.0,,1
7098,2,1,112,Magisterio,25015.0,Guamuchil,2063.0,,1
7101,2,1,113,FRACC.,25006.0,Culiacan,2063.0,,1
7102,2,1,17,Guadalupe,25006.0,Culiacan,2063.0,,1
7105,2,1,112,Ejidal,25011.0,Guasave,2063.0,,1
7107,2,1,112,Fovissste Playa Azul,25015.0,Guamuchil,2063.0,,1
7111,2,1,71,AMPL.,25006.0,Culiacan,2063.0,,1
7113,2,1,71,Bachigualato,25006.0,Culiacan,2063.0,,1
7114,2,1,107,VICENTE,25006.0,Culiacan,2063.0,,1
7117,2,1,154,Universidad 94,25011.0,Guasave,2063.0,,1
7124,2,1,121,Guadalupe,25006.0,Culiacan,2063.0,,1
7125,2,1,68,GATO,25002.0,Angostura,2063.0,,1
7126,2,1,107,Morelos,25006.0,Culiacan,2063.0,,1
7127,2,1,156,Santa Natalia,25018.0,Navolato,2063.0,,1
7129,2,1,151,MALPICA,25004.0,Concordia,2063.0,,1
7132,2,1,26,VILLA,25006.0,Culiacan,2063.0,,1
7133,2,1,117,Loma Linda,25006.0,Culiacan,2063.0,,1
7135,2,1,120,Chula Vista,25006.0,Culiacan,2063.0,,1
7136,2,1,162,Centro,25004.0,Concordia,2063.0,,1
7137,2,1,347,Centro,25004.0,Concordia,2063.0,,1
7138,2,1,107,Fovissste Playa Azul,25006.0,Culiacan,2063.0,,1
7139,2,1,349,Centro,25012.0,Mazatlan,2063.0,,1
7140,2,1,117,Issstesin,25006.0,Culiacan,2063.0,,1
7141,2,1,353,Canaco,25006.0,Culiacan,2063.0,,1
7143,2,1,357,San Miguel,25006.0,Culiacan,2063.0,,1
7145,2,1,360,Chapultepec,25006.0,Culiacan,2063.0,,1
7260,2,1,154,,25011.0,Guasave,2063.0,,1
7262,2,1,120,Santa Natalia,25006.0,Culiacan,2063.0,,1
7294,2,1,107,San Miguel,25006.0,Culiacan,2063.0,,1
8008,2,1,117,Libertad,25006.0,Culiacan,2073.0,,1
8012,2,1,26,FRACC.,25006.0,Culiacan,2073.0,,1
8016,2,1,117,FRACC.,25006.0,Culiacan,2073.0,,1
8017,2,1,65,BUENOS AIRES,25006.0,Culiacan,2073.0,,1
8020,2,1,26,INF.,25006.0,Culiacan,2073.0,,1
8021,2,1,107,INF.,25006.0,Culiacan,2073.0,,1
8022,2,1,153,FRACC.,25006.0,Culiacan,2073.0,,1
8023,2,1,47,villa,25011.0,Guasave,2073.0,,1
8025,2,1,47,FRACC.,25011.0,Guasave,2073.0,,1
8026,2,1,118,Bugambilias,25006.0,Culiacan,2073.0,,1
8027,2,1,118,CAMPESINA,25006.0,Culiacan,2073.0,,1
8028,2,1,121,Cnop,25006.0,Culiacan,2073.0,,1
8029,2,1,127,Santa Natalia,25018.0,Navolato,2073.0,,1
8030,2,1,107,Chapultepec,25006.0,Culiacan,2073.0,,1
8032,2,1,107,Guadalupe,25006.0,Culiacan,2073.0,,1
8034,2,1,25,San Miguel,25006.0,Culiacan,2073.0,,1
8035,2,1,24,Emiliano Zapata,25006.0,Culiacan,2073.0,,1
8039,2,1,117,Emiliano Zapata,25006.0,Culiacan,2073.0,,1
8040,2,2,25,San Miguel,25006.0,Culiacan,2073.0,,1
8041,2,1,121,Libertad,25006.0,Culiacan,2073.0,,1
8044,2,1,107,Independencia,25006.0,Culiacan,2073.0,,1
8046,2,1,153,Canaco,25006.0,Culiacan,2073.0,,1
8048,2,2,66,Centro,25013.0,Mocorito,2073.0,,1
8049,2,1,118,sind.,25006.0,Culiacan,2073.0,,1
8050,2,1,417,Montserrat,25018.0,Navolato,2073.0,,1
8051,2,1,107,Acueducto,25006.0,Culiacan,2073.0,,1
8052,2,1,118,JUNTAS,25006.0,Culiacan,2073.0,,1
8056,2,1,28,JUAN,25018.0,Navolato,2073.0,,1
8057,2,1,153,inf.,25006.0,Culiacan,2073.0,,1
8058,2,1,121,LOMBARDO,25006.0,Culiacan,2073.0,,1
8059,2,1,14,Estadio,25011.0,Guasave,2073.0,,1
8060,2,1,28,villa,25018.0,Navolato,2073.0,,1
8063,2,1,0,Ferrocarrilera,25006.0,Culiacan,2073.0,,1
8064,2,1,32,LEOPOLDO,25005.0,Cosala,2073.0,,1
8065,2,1,153,Canaco,25006.0,Culiacan,2073.0,,1
8072,2,1,27,Bugambilias,25006.0,Culiacan,2073.0,,1
8074,2,1,27,Bugambilias,25006.0,Culiacan,2073.0,,1
8075,2,1,112,Juarez,25006.0,Culiacan,2073.0,,1
8076,2,1,107,El Walamo,25006.0,Culiacan,2073.0,,1
8077,2,1,117,FRACC.,25006.0,Culiacan,2073.0,,1
8078,2,1,112,Centro,25013.0,Mocorito,2073.0,,1
8079,2,1,129,Olas,25006.0,Culiacan,2073.0,,1
8080,2,1,431,Centro,25011.0,Guasave,2073.0,,1
8082,2,1,432,DAUTILLOS,25018.0,Navolato,2073.0,,1
8084,2,1,107,Emiliano Zapata,25006.0,Culiacan,2073.0,,1
8085,2,1,121,Centro,25006.0,Culiacan,2073.0,,1
8086,2,1,0,adolfo,25006.0,Culiacan,2073.0,,1
8087,2,1,71,JUAN,25006.0,Culiacan,2073.0,,1
8090,2,1,112,FOV.,25006.0,Culiacan,2073.0,,1
8091,2,1,128,fracc.,25006.0,Culiacan,2073.0,,1
8093,2,1,27,FRACC.,25006.0,Culiacan,2073.0,,1
8094,2,1,129,Stanza Solare,25006.0,Culiacan,2073.0,,1
8095,2,1,60,Lazaro Cardenas,25006.0,Culiacan,2073.0,,1
8097,2,1,120,Los Angeles,25006.0,Culiacan,2073.0,,1
8100,2,1,225,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2073.0,,1
8101,2,1,95,FRACC.,25006.0,Culiacan,2073.0,,1
8103,2,1,26,Santa Natalia,25006.0,Culiacan,2073.0,,1
8106,2,1,142,Loma Linda,25002.0,Angostura,2073.0,,1
8211,2,1,72,LOMALINDA,25006.0,Culiacan,2073.0,,1
8364,2,2,127,Nayarit,25018.0,Navolato,2073.0,,1
8385,2,1,0,adolfo,25006.0,Culiacan,2073.0,,1
8396,2,1,0,Olas,25006.0,Culiacan,2073.0,,1
8398,2,1,0,,25006.0,Culiacan,2073.0,,1
8399,2,1,0,luis,25006.0,Culiacan,2073.0,,1
8400,2,1,0,Los Angeles,25006.0,Culiacan,2073.0,,1
8901,2,1,128,Ejidal,25006.0,Culiacan,2083.0,,1
8904,2,2,26,FRACC.,25006.0,Culiacan,2083.0,,1
8906,2,1,31,Centro,25006.0,Culiacan,2083.0,,1
8909,2,1,352,,25006.0,Culiacan,2083.0,,1
8910,2,1,26,TOLEDO,25006.0,Culiacan,2083.0,,1
8913,2,1,121,Olas,25006.0,Culiacan,2083.0,,1
8914,2,1,71,FRACC.,25006.0,Culiacan,2083.0,,1
8916,2,1,107,Los Angeles,25006.0,Culiacan,2083.0,,1
8918,2,1,55,VILLA,25011.0,Guasave,2083.0,,1
8920,2,1,429,JESUS,25006.0,Culiacan,2083.0,,1
8921,2,1,117,INF.,25006.0,Culiacan,2083.0,,1
8922,2,1,143,CONOCIDA,25002.0,Angostura,2083.0,,1
8923,2,1,107,Montserrat,25006.0,Culiacan,2083.0,,1
8924,2,2,475,Campestre,25006.0,Culiacan,2083.0,,1
8925,2,1,112,VILLA,25015.0,Guamuchil,2083.0,,1
8926,2,1,4,RANCHO,25006.0,Culiacan,2083.0,,1
8927,2,1,117,San Francisco,25006.0,Culiacan,2083.0,,1
8928,2,1,107,Acueducto,25006.0,Culiacan,2083.0,,1
8930,2,1,46,CONOCIDA,25006.0,Culiacan,2083.0,,1
8932,2,1,121,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
8934,2,1,153,Colon,25006.0,Culiacan,2083.0,,1
8935,2,1,117,INF.,25006.0,Culiacan,2083.0,,1
8937,2,1,117,TOLEDO,25006.0,Culiacan,2083.0,,1
8940,2,1,116,,25013.0,Mocorito,2083.0,,1
8941,2,1,432,CONOCIDA,25018.0,Navolato,2083.0,,1
8942,2,1,221,Torres Porta Alegre,25006.0,Culiacan,2083.0,,1
8944,2,1,153,Bugambilias,25006.0,Culiacan,2083.0,,1
8946,2,1,129,Stanza Solare,25006.0,Culiacan,2083.0,,1
8948,2,1,71,BARRANCOS,25006.0,Culiacan,2083.0,,1
8952,2,1,27,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
8954,2,1,122,Aguajito,25006.0,Culiacan,2083.0,,1
8956,2,1,10,Independencia,25011.0,Guasave,2083.0,,1
8959,2,1,107,Olas,25006.0,Culiacan,2083.0,,1
8962,2,2,107,Ferrocarrilera,25006.0,Culiacan,2083.0,,1
8963,2,1,107,Guadalupe,25006.0,Culiacan,2083.0,,1
8964,2,1,131,Arroyitos,25008.0,La Cruz,2083.0,,1
8965,2,1,107,San Miguel,25006.0,Culiacan,2083.0,,1
8967,2,1,29,CONOCIDA,25018.0,Navolato,2083.0,,1
8972,2,1,107,PRIV.,25006.0,Culiacan,2083.0,,1
8973,2,1,485,DIAZ,25006.0,Culiacan,2083.0,,1
8974,2,2,153,Primavera,25006.0,Culiacan,2083.0,,1
8975,2,1,116,,25013.0,Mocorito,2083.0,,1
8976,2,1,71,Infonavit Coca Cola,25006.0,Culiacan,2083.0,,1
8978,2,1,103,CONOCIDA,25018.0,Navolato,2083.0,,1
8979,2,1,29,conocido,25018.0,Navolato,2083.0,,1
8980,2,1,117,El Toro,25006.0,Culiacan,2083.0,,1
8981,2,1,153,FRACC.,25006.0,Culiacan,2083.0,,1
8983,2,1,121,El Walamo,25006.0,Culiacan,2083.0,,1
8984,2,1,49,Plaza,25006.0,Culiacan,2083.0,,1
8985,2,1,117,Olas,25006.0,Culiacan,2083.0,,1
8986,2,1,145,Revolucion,25011.0,Guasave,2083.0,,1
8987,2,1,144,FRACC.,25006.0,Culiacan,2083.0,,1
8988,2,1,105,VILLAS,25001.0,Los Mochis,2083.0,,1
8989,2,1,112,CHUTAMONAS,25015.0,Guamuchil,2083.0,,1
8990,2,1,116,Los Angeles,25018.0,Navolato,2083.0,,1
8991,2,1,153,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2083.0,,1
8992,2,1,25,Guadalupe,25006.0,Culiacan,2083.0,,1
8994,2,1,129,Canarias,25006.0,Culiacan,2083.0,,1
8996,2,1,153,Los Robles,25006.0,Culiacan,2083.0,,1
8997,2,1,118,PRV.,25006.0,Culiacan,2083.0,,1
9000,2,1,154,conocido,25011.0,Guasave,2083.0,,1
9002,2,1,129,Stanza Solare,25006.0,Culiacan,2083.0,,1
9003,2,1,71,Bugambilias,25006.0,Culiacan,2083.0,,1
9004,2,1,71,VILLA,25006.0,Culiacan,2083.0,,1
9006,2,1,432,DAUTILLOS,25018.0,Navolato,2083.0,,1
9013,2,1,163,VILLA,25006.0,Culiacan,2083.0,,1
9363,2,1,495,Chula Vista,25006.0,Culiacan,2083.0,,1
9365,2,1,153,VILLAS,25006.0,Culiacan,2083.0,,1
9482,2,1,26,Infonavit Jobori,25006.0,Culiacan,2083.0,,1
9484,2,1,27,San Luis Ii,25006.0,Culiacan,2083.0,,1
9509,2,1,107,Olas,25006.0,Culiacan,2083.0,,1
9992,2,1,352,Tamazula,25006.0,Culiacan,2093.0,,1
9993,2,1,71,Guadalupe,25006.0,Culiacan,2093.0,,1
9997,2,1,352,Burocrata,25006.0,Culiacan,2093.0,,1
9998,2,1,112,Fovissste Playa Azul,25015.0,Guamuchil,2093.0,,1
10000,2,1,166,Campestre,25006.0,Culiacan,2093.0,,1
10002,2,1,143,Plaza,25002.0,Angostura,2093.0,,1
10003,2,1,112,Militar,25015.0,Guamuchil,2093.0,,1
10004,2,1,169,Frac.Nakayama,25011.0,Guasave,2093.0,,1
10005,2,1,20,Centro,25013.0,Mocorito,2093.0,,1
10006,2,1,121,Conchas,25006.0,Culiacan,2093.0,,1
10007,2,1,145,Guadalupe,25006.0,Culiacan,2093.0,,1
10008,2,1,491,conocido,25018.0,Navolato,2093.0,,1
10009,2,1,15,FRACC.,25006.0,Culiacan,2093.0,,1
10011,2,1,116,,25013.0,Mocorito,2093.0,,1
10012,2,1,119,Fovissste Playa Azul,25006.0,Culiacan,2093.0,,1
10013,2,1,113,Humaya,25006.0,Culiacan,2093.0,,1
10014,2,1,26,DIAZ,25006.0,Culiacan,2093.0,,1
10016,2,1,149,Emiliano Zapata,25006.0,Culiacan,2093.0,,1
10017,2,1,107,Infonavit Jobori,25006.0,Culiacan,2093.0,,1
10019,2,1,107,REPUBLICA,25006.0,Culiacan,2093.0,,1
10020,2,1,107,Los Angeles,25006.0,Culiacan,2093.0,,1
10022,2,1,117,toledo,25006.0,Culiacan,2093.0,,1
10023,2,1,71,PLUTARCO,25006.0,Culiacan,2093.0,,1
10024,2,1,131,Margaritas,25006.0,Culiacan,2093.0,,1
10025,2,1,30,Stanza Solare,25006.0,Culiacan,2093.0,,1
10026,2,1,10,LOMALINDA,25006.0,Culiacan,2093.0,,1
10028,2,2,153,Fovissste Playa Azul,25006.0,Culiacan,2093.0,,1
10029,2,1,20,,25013.0,Mocorito,2093.0,,1
10031,2,1,153,Campestre,25006.0,Culiacan,2093.0,,1
10033,2,1,118,DIAZ,25006.0,Culiacan,2093.0,,1
10034,2,1,107,Libertad,25006.0,Culiacan,2093.0,,1
10036,2,1,71,Libertad,25006.0,Culiacan,2093.0,,1
10037,2,1,123,DIAZ,25006.0,Culiacan,2093.0,,1
10041,2,1,70,LOPEZ,25006.0,Culiacan,2093.0,,1
10042,2,1,121,Solidaridad,25006.0,Culiacan,2093.0,,1
10044,2,1,30,INF.,25006.0,Culiacan,2093.0,,1
10046,2,1,98,La Higueras,25006.0,Culiacan,2093.0,,1
10047,2,1,107,ROSALES,25006.0,Culiacan,2093.0,,1
10048,2,1,71,Guadalupe,25002.0,Angostura,2093.0,,1
10049,2,1,70,Primavera,25006.0,Culiacan,2093.0,,1
10050,2,1,352,villa,25006.0,Culiacan,2093.0,,1
10051,2,1,107,Compuertas,25006.0,Culiacan,2093.0,,1
10052,2,1,154,San Ignacio,25006.0,Culiacan,2093.0,,1
10053,2,1,26,INF.,25006.0,Culiacan,2093.0,,1
10055,2,1,112,,25002.0,Angostura,2093.0,,1
10058,2,1,117,Infonavit Jobori,25006.0,Culiacan,2093.0,,1
10059,2,1,152,Los Angeles,25001.0,Los Mochis,2093.0,,1
10060,2,1,118,Guadalupe,25006.0,Culiacan,2093.0,,1
10483,2,1,71,EJIDAL,25013.0,Mocorito,2093.0,,1
10489,2,1,62,,25006.0,Culiacan,2093.0,,1
10497,2,1,140,,25011.0,Guasave,2093.0,,1
10520,2,1,153,CAMPO,25018.0,Navolato,2093.0,,1
10552,2,1,65,Villa del Real,25006.0,Culiacan,2093.0,,1
10555,2,1,51,,25014.0,Rosario,2093.0,,1
10585,2,1,77,Nuevo,25006.0,Culiacan,2093.0,,1
11059,2,2,661,Universidad 94,25006.0,Culiacan,2103.0,,1
11060,2,1,98,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11128,2,1,97,INF.,25006.0,Culiacan,2103.0,,1
11129,2,1,153,VILLAS,25006.0,Culiacan,2103.0,,1
11130,2,1,27,Guadalupe,25006.0,Culiacan,2103.0,,1
11132,2,1,45,Montserrat,25006.0,Culiacan,2103.0,,1
11133,2,1,107,FRACC.,25006.0,Culiacan,2103.0,,1
11134,2,1,107,Centro,25006.0,Culiacan,2103.0,,1
11135,2,1,112,Olas,25015.0,Guamuchil,2103.0,,1
11136,2,1,153,INF.,25006.0,Culiacan,2103.0,,1
11137,2,1,131,Miramar,25008.0,La Cruz,2103.0,,1
11138,2,1,119,INF.,25006.0,Culiacan,2103.0,,1
11139,2,1,107,Ejidal,25006.0,Culiacan,2103.0,,1
11140,2,1,22,Tierra Blanca,25006.0,Culiacan,2103.0,,1
11141,2,1,32,HIGUERAS DE CAMPAÑA,25005.0,Cosala,2103.0,,1
11142,2,1,45,Pipila,25006.0,Culiacan,2103.0,,1
11144,2,1,27,Montserrat,25006.0,Culiacan,2103.0,,1
11145,2,1,107,Antonio Toledo Corro,25006.0,Culiacan,2103.0,,1
11146,2,1,17,,25002.0,Angostura,2103.0,,1
11147,2,1,33,Miramar,25008.0,La Cruz,2103.0,,1
11148,2,1,29,,25018.0,Navolato,2103.0,,1
11149,2,1,131,Cascadas,25008.0,La Cruz,2103.0,,1
11150,2,1,189,La Sirena,25006.0,Culiacan,2103.0,,1
11151,2,2,117,FRACC. SAN VALENTINO,25006.0,Culiacan,2103.0,,1
11152,2,1,71,Capistrano Ii,25006.0,Culiacan,2103.0,,1
11153,2,1,169,ALAMITO Y CAIMANERO,25011.0,Guasave,2103.0,,1
11154,2,1,27,FRACC.,25006.0,Culiacan,2103.0,,1
11155,2,1,32,Olas,25005.0,Cosala,2103.0,,1
11156,2,1,26,VILLAS,25006.0,Culiacan,2103.0,,1
11157,2,1,117,Santa Natalia,25006.0,Culiacan,2103.0,,1
11158,2,1,71,REPUBLICA,25006.0,Culiacan,2103.0,,1
11159,2,1,47,,25011.0,Guasave,2103.0,,1
11160,2,1,650,Infonavit Coca Cola,25006.0,Culiacan,2103.0,,1
11161,2,1,127,Solidaridad,25018.0,Navolato,2103.0,,1
11162,2,1,117,Antonio Toledo Corro,25006.0,Culiacan,2103.0,,1
11164,2,1,14,,25017.0,Sinaloa de Leyva,2103.0,,1
11165,2,1,107,Bugambilias,25006.0,Culiacan,2103.0,,1
11166,2,1,62,Libertad,25006.0,Culiacan,2103.0,,1
11167,2,1,71,AMPL.,25006.0,Culiacan,2103.0,,1
11168,2,1,599,INF.,25006.0,Culiacan,2103.0,,1
11169,2,1,121,El Walamo,25006.0,Culiacan,2103.0,,1
11170,2,1,131,El Toro,25008.0,La Cruz,2103.0,,1
11172,2,1,89,4 de Marzo,25006.0,Culiacan,2103.0,,1
11173,2,1,71,SIND. TEPUCHE,25006.0,Culiacan,2103.0,,1
11174,2,1,21,Militar,25015.0,Guamuchil,2103.0,,1
11175,2,1,45,Montserrat,25006.0,Culiacan,2103.0,,1
11176,2,1,129,Stanza Solare,25006.0,Culiacan,2103.0,,1
11177,2,1,98,Stanza Solare,25006.0,Culiacan,2103.0,,1
11180,2,1,163,Los Angeles,25006.0,Culiacan,2103.0,,1
11181,2,1,71,,25006.0,Culiacan,2103.0,,1
11182,2,1,26,San Luis Ii,25006.0,Culiacan,2103.0,,1
11186,2,1,105,RUIZ,25011.0,Guasave,2103.0,,1
11187,2,1,112,10 de Abril,25015.0,Guamuchil,2103.0,,1
11188,2,1,116,guamuchilera,25015.0,Guamuchil,2103.0,,1
11189,2,1,112,Militar,25015.0,Guamuchil,2103.0,,1
11192,2,1,116,GUAMUCHILERA,25013.0,Mocorito,2103.0,,1
11194,2,1,9,San Ignacio,25006.0,Culiacan,2103.0,,1
11195,2,1,107,FRACC.,25006.0,Culiacan,2103.0,,1
11198,2,2,26,San Luis Ii,25006.0,Culiacan,2103.0,,1
11199,2,1,62,rosorio isaraga,25006.0,Culiacan,2103.0,,1
11200,2,1,121,Montserrat,25006.0,Culiacan,2103.0,,1
11201,2,1,71,BARRANCOS,25006.0,Culiacan,2103.0,,1
11202,2,1,71,Infonavit Jobori,25006.0,Culiacan,2103.0,,1
11203,2,1,124,Santa Natalia,25006.0,Culiacan,2103.0,,1
11204,2,1,128,Valle Dorado,25006.0,Culiacan,2103.0,,1
11206,2,1,71,AMP.,25006.0,Culiacan,2103.0,,1
11209,2,1,107,FRACC.,25006.0,Culiacan,2103.0,,1
11211,2,1,112,Magisterio,25015.0,Guamuchil,2103.0,,1
11212,2,1,112,Insurgentes,25015.0,Guamuchil,2103.0,,1
11213,2,1,326,El Toro,25006.0,Culiacan,2103.0,,1
11214,2,1,352,Villa del Real,25006.0,Culiacan,2103.0,,1
11215,2,1,23,Gustavo Diaz Ordaz,25006.0,Culiacan,2103.0,,1
11217,2,1,23,salvador,25006.0,Culiacan,2103.0,,1
11218,2,1,26,Santa Natalia,25006.0,Culiacan,2103.0,,1
11219,2,1,27,El Walamo,25006.0,Culiacan,2103.0,,1
11220,2,1,467,GUAMUCHILERA,25013.0,Mocorito,2103.0,,1
11221,2,1,26,Pipila,25006.0,Culiacan,2103.0,,1
11222,2,1,26,FCO.,25006.0,Culiacan,2103.0,,1
11223,2,1,30,Loma Linda,25006.0,Culiacan,2103.0,,1
11224,2,1,71,,25006.0,Culiacan,2103.0,,1
11225,2,1,71,Rotarismo,25006.0,Culiacan,2103.0,,1
11226,2,1,128,ADOLFO LOPEZ MATEOS,25006.0,Culiacan,2103.0,,1
11227,2,1,65,Independencia,25006.0,Culiacan,2103.0,,1
11228,2,1,103,Tierra Blanca,25018.0,Navolato,2103.0,,1
11229,2,1,626,Plaza,25006.0,Culiacan,2103.0,,1
11230,2,1,182,la curva de san pedro,25018.0,Navolato,2103.0,,1
11231,2,1,71,San Rafael,25006.0,Culiacan,2103.0,,1
11232,2,1,128,Primavera,25006.0,Culiacan,2103.0,,1
11233,2,1,27,PLUTARCO,25006.0,Culiacan,2103.0,,1
11234,2,1,71,FRACC.,25006.0,Culiacan,2103.0,,1
11237,2,1,352,San Miguel,25006.0,Culiacan,2103.0,,1
11238,2,1,169,Estacion Dimas,25011.0,Guasave,2103.0,,1
11239,2,1,32,El Toro,25005.0,Cosala,2103.0,,1
11959,2,1,0,,25006.0,Culiacan,2111.0,,1
4367,3,1,166,Culiacancito,25006.0,Culiacan,2053.0,,1
4374,3,1,66,Santa Natalia,25013.0,Mocorito,2053.0,,1
4395,3,1,127,INF.,25018.0,Navolato,2053.0,,1
4412,3,1,29,Issstesin,25018.0,Navolato,2053.0,,1
4413,3,1,127,Centro,25018.0,Navolato,2053.0,,1
4417,3,1,119,FRACC.,25006.0,Culiacan,2053.0,,1
6681,3,1,107,FRACC.,25006.0,Culiacan,2063.0,,1
6683,3,1,107,Plaza,25006.0,Culiacan,2063.0,,1
6686,3,1,107,SALVADOR,25006.0,Culiacan,2063.0,,1
6688,3,1,153,La Sirena,25006.0,Culiacan,2063.0,,1
6689,3,1,183,FRACC.,25012.0,Mazatlan,2063.0,,1
6691,3,1,117,Guadalupe,25006.0,Culiacan,2063.0,,1
6696,3,1,112,Grijalva,25015.0,Guamuchil,2063.0,,1
6697,3,1,107,Universidad 94,25006.0,Culiacan,2063.0,,1
6698,3,1,131,Chula Vista,25008.0,La Cruz,2063.0,,1
6700,3,1,153,FRACC.,25006.0,Culiacan,2063.0,,1
6703,3,1,122,San Miguel,25006.0,Culiacan,2063.0,,1
6704,3,1,129,Canarias,25006.0,Culiacan,2063.0,,1
6705,3,1,24,Emiliano Zapata,25006.0,Culiacan,2063.0,,1
6708,3,1,112,,25011.0,Guasave,2063.0,,1
6709,3,1,332,villa,25002.0,Angostura,2063.0,,1
6710,3,1,99,FRACC.,25006.0,Culiacan,2063.0,,1
6712,3,1,63,Canarias,25018.0,Navolato,2063.0,,1
6713,3,1,202,Jardin,25018.0,Navolato,2063.0,,1
6716,3,1,131,Conchas,25008.0,La Cruz,2063.0,,1
6719,3,1,71,Primavera,25006.0,Culiacan,2063.0,,1
